id	text	classification
4658	A few pieces of the film buzz and whir ; very little of it actually clicks .	neg
4659	The thing just never gets off the ground .	neg
4660	... contains very few laughs and even less surprises .	neg
4661	The actors must indeed be good to recite some of this laughable dialogue with a straight face .	neg
4662	Most of the storylines feel like time fillers between surf shots .	neg
4665	There 's nothing remotely topical or sexy here .	neg
4666	The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .	neg
4667	Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .	neg
4668	The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .	neg
4670	So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .	neg
4673	Woody Allen has really found his groove these days .	pos
4674	The problem is that it is one that allows him to churn out one mediocre movie after another .	neg
4676	It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .	neg
4677	The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .	pos
4678	If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .	neg
4679	Ultimately , in the history of the Academy , people may be wondering what all that jazz was about `` Chicago '' in 2002 .	neg
4680	Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a	neg
4681	A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .	neg
4682	A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .	neg
4683	Its plot and animation offer daytime TV serviceability , but little more .	neg
4684	A tired , unimaginative and derivative variation of that already-shallow genre .	neg
4685	Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .	neg
4686	A film with a great premise but only a great premise .	pos
4687	Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .	neg
4688	Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .	neg
4690	A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .	neg
4692	( Sam 's ) self-flagellation is more depressing than entertaining .	neg
4693	An ugly , pointless , stupid movie .	neg
4694	Simply put , there should have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn .	neg
4695	The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .	neg
4696	This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .	neg
4697	Too silly to take seriously .	neg
4699	Everything 's serious , poetic , earnest and -- sadly -- dull .	neg
4700	I like it .	pos
4701	No , I hate it .	neg
4702	No , I love it ... hell , I dunno .	pos
4703	This mess of a movie is nothing short of a travesty of a transvestite comedy .	neg
4704	It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .	neg
4705	A fifty car pileup of cliches .	neg
4706	It 's a stale , overused cocktail using the same olives since 1962 as garnish .	neg
4707	Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .	neg
4708	What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .	neg
4709	As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .	pos
4710	As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .	neg
4711	A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .	neg
4713	It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	neg
4715	The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .	neg
4716	A rather tired exercise in nostalgia .	neg
4717	The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .	neg
4718	Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .	neg
4719	Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .	neg
4720	Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .	neg
4721	A markedly inactive film , City is conversational bordering on confessional .	neg
4723	Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .	neg
4724	We 've liked Klein 's other work but Rollerball left us cold .	neg
4725	They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .	neg
4727	It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .	neg
4728	Offers no new insight on the matter , nor do its characters exactly spring to life .	neg
4729	Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .	neg
4730	Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .	neg
4731	A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .	neg
4732	Guy gets girl , guy loses girl , audience falls asleep .	neg
4735	The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .	neg
4736	It 's pretentious in a way that verges on the amateurish .	neg
4737	Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .	neg
4738	It does n't matter that the film is less than 90 minutes .	pos
4739	It still feels like a prison stretch .	neg
4740	Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .	neg
4742	The overall feel is not unlike watching a glorified episode of `` 7th Heaven . ''	neg
4743	Just a Kiss is a just a waste .	neg
4744	... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .	neg
4745	Frankly , it 's kind of insulting , both to men and women .	neg
4746	And it 's not that funny -- which is just generally insulting .	neg
4747	As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .	neg
4748	A wretched movie that reduces the Second World War to one man 's quest to find an old flame .	neg
4749	This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .	neg
4751	There 's a reason why halftime is only fifteen minutes long .	neg
4754	One of those films that started with a great premise and then just fell apart .	neg
4755	No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater .	neg
4756	( MacDowell ) ventures beyond her abilities several times here and reveals how bad an actress she is .	neg
4757	I can imagine this movie as a b & w British comedy , circa 1960 , with Peter Sellers , Kenneth Williams , et al. , but at this time , with this cast , this movie is hopeless .	neg
4758	Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .	neg
4761	And in a sense , that 's a liability .	neg
4762	It 's easy to love Robin Tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .	neg
4763	If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .	neg
4764	The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . '	neg
4766	If I want music , I 'll buy the soundtrack .	neg
4767	If I want a real movie , I 'll buy the Criterion DVD .	neg
4770	Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . '	neg
4771	Seagal ran out of movies years ago , and this is just the proof .	neg
4772	The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .	neg
4773	An awkwardly garish showcase that diverges from anything remotely probing or penetrating .	neg
4775	Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .	neg
4776	Children , Christian or otherwise , deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch-22 glory -- even if they spend years trying to comprehend it .	pos
4777	Pleasant but not more than recycled jock piffle .	neg
4778	... the kind of movie you see because the theater has air conditioning .	neg
4779	With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?	neg
4780	Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .	neg
4781	Hip-hop prison thriller of stupefying absurdity .	neg
4782	An uneven mix of dark satire and childhood awakening .	neg
4785	The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .	neg
4786	The problem is the needlessly poor quality of its archival prints and film footage .	neg
4787	The images lack contrast , are murky and are frequently too dark to be decipherable .	neg
4788	Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .	neg
4789	As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .	neg
4790	I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .	neg
4791	There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .	neg
4793	In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	neg
4794	A straight-ahead thriller that never rises above superficiality .	neg
4795	Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .	neg
4796	The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .	neg
4797	Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?	neg
4798	Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .	neg
4799	Serving Sara is little more than a mall movie designed to kill time .	neg
4800	Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .	neg
4802	The most repugnant adaptation of a classic text since Roland Joffé and Demi Moore 's The Scarlet Letter .	neg
4805	It never plays as dramatic even when dramatic things happen to people .	neg
4806	It labours as storytelling .	neg
4807	The Adventures of Pluto Nash is a whole lot of nada .	neg
4808	A really good premise is frittered away in middle-of-the-road blandness .	neg
4809	Lawrence should stick to his day job .	neg
4810	He 's a better actor than a standup comedian .	pos
4811	Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie	neg
4812	A well made indieflick in need of some trims and a more chemistry between its stars .	pos
4813	I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !	neg
4814	A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .	pos
4815	Tiresomely derivative and hammily acted .	neg
4816	We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .	neg
4817	The plot grows thin soon , and you find yourself praying for a quick resolution .	neg
4818	Too bad Maggio could n't come up with a better script .	neg
4819	Much of the cast is stiff or just plain bad .	neg
4820	Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .	neg
4821	At best , Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .	neg
4822	Witless , pointless , tasteless and idiotic .	neg
4823	Not really a thriller so much as a movie for teens to laugh , groan and hiss at .	neg
4824	As plain and pedestrian as catsup --	neg
4825	An improvement on the feeble examples of big-screen Poke-mania that have preceded it .	pos
4829	Whatever satire Lucky Break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .	neg
4830	It 's petty thievery like this that puts flimsy flicks like this behind bars	neg
4831	The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .	neg
4832	Guys say mean things and shoot a lot of bullets .	neg
4833	Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .	neg
4834	Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .	neg
4835	Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .	neg
4836	All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .	neg
4837	Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .	neg
4838	The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...	neg
4839	For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .	neg
4840	This mild-mannered farce , directed by one of its writers , John C. Walsh , is corny in a way that bespeaks an expiration date passed a long time ago .	neg
4841	A bit too eager to please .	neg
4842	You 'd be hard put to find a movie character more unattractive or odorous ( than Leon ) .	neg
4843	Kapur 's contradictory feelings about his material result in a movie that works against itself .	neg
4844	`` the road paved with good intentions leads to the video store ''	pos
4845	Animated drivel meant to enhance the self-image of drooling idiots .	neg
4846	One scene after another in this supposedly funny movie falls to the floor with a sickening thud .	neg
4847	` The Château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '	neg
4849	Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .	neg
4850	Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .	pos
4852	Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	neg
4853	An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	neg
4854	The only thing I laughed at were the people who paid to see it .	neg
4855	All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .	neg
4856	The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .	neg
4858	Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees .	neg
4860	Possibly the most irresponsible picture ever released by a major film studio .	neg
4862	... a cheap , ludicrous attempt at serious horror .	neg
4863	Those of you who are not an eighth grade girl will most likely doze off during this one .	neg
4864	Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject	neg
4866	The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .	neg
4867	It 's just not very smart .	neg
4868	Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .	neg
4869	Imagine ( if possible ) a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .	neg
4871	90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .	neg
4872	Sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .	neg
4873	Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	neg
4874	After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .	neg
4875	This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .	neg
4876	It 's drab .	neg
4877	It 's uninteresting .	neg
4878	It squanders Chan 's uniqueness ; it could even be said to squander Jennifer Love Hewitt !	neg
4879	The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .	neg
4880	This tale has been told and retold ; the races and rackets change , but the song remains the same .	neg
4881	A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .	neg
4882	Forget the Psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore .	neg
4883	A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .	neg
4884	It 's hard to imagine acting that could be any flatter .	neg
4885	New ways of describing badness need to be invented to describe exactly how bad it is .	neg
4886	Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .	neg
4887	When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .	pos
4888	I suspect that there are more interesting ways of dealing with the subject .	neg
4889	The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	neg
4892	Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .	neg
4893	For all its violence , the movie is remarkably dull with only Caine making much of an impression .	neg
4895	A sub-formulaic slap in the face to seasonal cheer .	neg
4897	Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . ''	neg
4898	Why anyone who is not a character in this movie should care is beyond me .	neg
4899	Hill looks to be going through the motions , beginning with the pale script .	neg
4900	Howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a Buñuel retrospective .	pos
4902	It 's not a bad premise , just a bad movie .	neg
4903	An already thin story boils down to surviving invaders seeking an existent anti-virus .	neg
4905	By the time the surprise ending is revealed , interest can not be revived .	neg
4906	The heedless impetuousness of youth is on full , irritating display in ( this ) meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .	neg
4907	A peculiar misfire that even Tunney ca n't save .	neg
4908	Watching Queen of the Damned is like reading a research paper , with special effects tossed in .	neg
4909	I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .	neg
4910	Too much of Nemesis has a tired , talky feel .	neg
4911	I felt trapped and with no obvious escape for the entire 100 minutes .	neg
4913	Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .	neg
4914	It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .	neg
4916	A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .	neg
4917	Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .	neg
4918	The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .	neg
4919	works on the whodunit level as its larger themes get lost in the murk of its own making	neg
4920	Crush could be the worst film a man has made about women since Valley of the Dolls .	neg
4921	4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly .	pos
4922	Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .	neg
4924	Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .	neg
4926	Sayles ... once again strands his superb performers in the same old story .	neg
4927	The Piano Teacher , like its title character , is repellantly out of control .	neg
4928	I have to admit I walked out of Runteldat .	neg
4929	I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .	neg
4933	There 's already been too many of these films ...	neg
4934	Several of Steven Soderbergh 's earlier films were hailed as the works of an artist .	pos
4935	Sadly , Full Frontal plays like the work of a dilettante .	neg
4936	Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .	neg
4938	` The War of the Roses , ' trailer-trash style .	neg
4940	Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .	neg
4941	White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .	neg
4944	The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .	neg
4945	This overproduced piece of dreck is shockingly bad and absolutely unnecessary .	neg
4946	Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?	neg
4947	The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .	neg
4948	Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .	neg
4949	How this one escaped the Lifetime network I 'll never know .	neg
4950	Could n't someone take Rob Schneider and have him switch bodies with a funny person ?	neg
4951	One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .	neg
4952	For all its brilliant touches , Dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .	neg
4953	I have to admit that I am baffled by Jason X.	neg
4954	A mean-spirited film made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia	neg
4955	Instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .	neg
4956	This is a film living far too much in its own head .	neg
4960	Dogtown is hollow , self-indulgent , and - worst of all - boring .	neg
4961	A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls .	neg
4963	It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .	neg
4965	To be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for God 's sake !	neg
4966	-- is a crime that should be punishable by chainsaw .	neg
4969	A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .	neg
4970	What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .	pos
4971	Drowning 's too good for this sucker .	neg
4972	An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .	neg
4973	Frankly , it 's pretty stupid .	neg
4975	But there 's plenty to offend everyone ...	neg
4976	Love Liza is a festival film that would have been better off staying on the festival circuit .	neg
4979	Quite frankly , I ca n't see why any actor of talent would ever work in a McCulloch production again if they looked at how this movie turned out .	neg
4980	My precious new Star Wars movie is a lumbering , wheezy drag ...	neg
4982	Too campy to work as straight drama and too violent and sordid to function as comedy , Vulgar is , truly and thankfully , a one-of-a-kind work .	neg
4983	Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .	pos
4984	Should have gone straight to video .	neg
4985	It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .	neg
4986	It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag .	neg
4987	Consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director I admire .	neg
4988	A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .	neg
4989	Sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .	neg
4990	Heavy with flabby rolls of typical Toback machinations .	neg
4991	It is very difficult to care about the character , and that is the central flaw of the film .	neg
4992	Snow Dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him	neg
4993	Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .	neg
4994	Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .	neg
4995	Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .	neg
5000	If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .	neg
5001	Parents beware ; this is downright movie penance .	neg
5002	... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that I ca n't believe any viewer , young or old , would have a good time here .	neg
5003	Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .	neg
5004	A pathetically inane and unimaginative cross between XXX and Vertical Limit .	neg
5006	Feels at times like a giant commercial for Universal Studios , where much of the action takes place .	neg
5008	Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .	neg
5009	Every sequel you skip will be two hours gained .	neg
5012	But it has an ambition to say something about its subjects , but not a willingness .	neg
5014	Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .	neg
5017	It should have stayed there .	neg
5019	But the feelings evoked in the film are lukewarm and quick to pass .	neg
5020	The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .	neg
5022	Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .	neg
5025	Loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .	neg
5026	There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .	neg
5027	The story suffers a severe case of oversimplification , superficiality and silliness .	neg
5028	Chamber of Secrets will find millions of eager fans .	pos
5029	But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .	neg
5030	Too clever by about nine-tenths .	pos
5031	Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .	neg
5032	Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experiences of most teenagers .	neg
5033	Toward the end Sum of All Fears morphs into a mundane '70s disaster flick .	neg
5034	Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .	pos
5035	Mendes still does n't quite know how to fill a frame .	neg
5036	Like the Hanks character , he 's a slow study : The action is stilted and the tabloid energy embalmed .	neg
5037	This thing is just garbage .	neg
5039	There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally .	neg
5040	A bold ( and lovely ) experiment that will almost certainly bore most audiences into their own brightly colored dreams .	pos
5042	An empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .	neg
5043	If you are curious to see the darker side of what 's going on with young TV actors ( Dawson Leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .	neg
5044	My own minority report is that it stinks .	neg
5045	Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .	neg
5046	The script is high on squaddie banter , low on shocks .	pos
5047	... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .	neg
5048	While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a torn book jacket .	neg
5049	With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .	neg
5050	( Davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .	neg
5051	Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .	neg
5052	... unlike ( Scorsese 's Mean Streets ) , Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .	neg
5053	Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	neg
5054	A few hours after you 've seen it , you forget you 've been to the movies .	neg
5055	waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .	pos
5056	Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care , so I did n't .	neg
5059	It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .	neg
5060	I 'd be hard pressed to think of a film more cloyingly sappy than Evelyn this year .	neg
5061	Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .	neg
5063	What remains is a variant of the nincompoop Benigni persona , here a more annoying , though less angry version of the irresponsible Sandlerian manchild , undercut by the voice of the star of Road Trip .	neg
5064	A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .	neg
5067	Take away the controversy , and it 's not much more watchable than a Mexican soap opera .	neg
5068	It 's got the brawn , but not the brains .	neg
5069	Mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .	neg
5070	A lot of talent is wasted in this crass , low-wattage endeavor .	neg
5072	( T ) oo many of these gross out scenes ...	neg
5073	About one in three gags in White 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .	neg
5074	Little is done to support the premise other than fling gags at it to see which ones shtick .	neg
5077	One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .	neg
5078	The big ending surprise almost saves the movie .	pos
5083	It 's probably not easy to make such a worthless film ...	neg
5085	Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .	neg
5086	For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown .	neg
5087	Constantly slips from the grasp of its maker .	neg
5089	` Christian Bale 's Quinn ( is ) a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '	neg
5091	After you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot .	neg
5093	In the era of The Sopranos , it feels painfully redundant and inauthentic .	neg
5094	The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .	neg
5095	Breen 's script is sketchy with actorish notations on the margin of acting .	neg
5097	If only Merchant paid more attention the story .	neg
5098	At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .	neg
